f1,f2,f3,f4,f5,label
0.488033300272956,0.5296526796011468,0.20574300708200022,0.4881381976529855,0.3129961208375811,0
0.6656918905751587,0.7563307236994824,0.49931009950161476,0.31417406185003316,0.8153900703629594,1
0.7667004649358574,0.9751063852772642,0.5837644363250766,0.9812968238948642,0.20061619705602263,1
0.5203938825669298,0.5320432611528081,0.6002502333265555,0.5557188071149405,0.8833850720560033,0
0.444850023065408,0.21951158747138044,0.5469231505338332,0.808798072201072,0.17927391395223735,1
0.16179858629941946,0.8748607544771247,0.9226685508734213,0.5743430922149169,0.6285522993111025,1
0.3093847132412215,0.10795266836636574,0.5943212971728988,0.4624087690160542,0.2525773752245415,0
0.02399270595158931,0.6359654955725998,0.8013772372934801,0.6225777212439817,0.5575766500999068,1
0.9143555865700566,0.9089456216451959,0.8548614410620904,0.8751582332691034,0.5704289249014768,1
0.6756012298918542,0.9266038006998966,0.9583744584270705,0.045713530095291555,0.5010191201520414,1
0.6076911603549514,0.5708712932681502,0.10661972004408826,0.6276495524916903,0.5686772345168888,0
0.06899897647245523,0.27480892660277956,0.01787362185369834,0.785507883821843,0.5878660239512629,0
0.08222816471072825,0.6913810387526096,0.7509818130799942,0.6272363479315659,0.04355626386994471,1
0.403559041878383,0.21379010653480124,0.35283043206014975,0.33561478424413727,0.9925231835816897,0
0.1777449198244272,0.22971252483435378,0.5356237680014971,0.9517572433093864,0.8387764498522142,0
0.6671963062120202,0.8413377317242622,0.836832020944216,0.7809066137107739,0.7393503724571753,1
0.1995646734016875,0.3237592600581668,0.32448951961221106,0.4892832512011225,0.0763585353202566,0
0.402826599646929,0.5578941421103678,0.39843309087776946,0.7837820057837268,0.7284809867361562,0
0.5365590975769288,0.44093638244819255,0.40061035651456234,0.4399579539552516,0.057050544964495686,1
0.11464715775376932,0.33645282753296823,0.378997328212874,0.9114908344767926,0.9736276166845955,1
0.6627456360114965,0.11036365036229645,0.5681057633170753,0.030385994192711485,0.6804142522886153,1
0.827268284527036,0.3997808139623431,0.6496103727199182,0.00810605519521701,0.12270030953296052,0
0.9485478397094836,0.08884186103363167,0.2865304685897099,0.8915143663881238,0.2782449139783084,0
0.1432869955537348,0.873915646678484,0.7772955925623852,0.9507267788977861,0.922286980325805,1
0.7350416516788434,0.9429135989839678,0.45986168130821514,0.3449140303679936,0.09186592760195955,1
0.8595519246237415,0.8032010071051956,0.9541758232908292,0.29772824842815737,0.15215865712445786,1
0.3067259392973518,0.9813880561074295,0.26169045210547137,0.6446938187115206,0.7888611529178136,1
0.11450537441945807,0.1446933339020472,0.3495281136571403,0.6977056799850639,0.09852012314121861,0
0.41934466752143984,0.3776845997567484,0.01763197646208936,0.898245896263109,0.5334980350504454,0
0.6546700856984967,0.9460694237989846,0.7318897021698032,0.337909280870789,0.40893726250791873,0
0.7257438153485708,0.8898320985383217,0.3467839967930133,0.5033807046883897,0.3332308216528542,0
0.2553607982249343,0.13993577994293394,0.566812314745469,0.757865178573543,0.7931548856128606,0
0.1806565490888693,0.3824402981002064,0.5929066207711123,0.590518660560086,0.039995715038074864,1
0.8179689680814557,0.3907419622076055,0.12920271269358063,0.03942020840569593,0.39069550807354225,1
0.033267298428641845,0.955041687143052,0.9532196794614225,0.23428754716297173,0.8908519746533063,0
0.8889556929085144,0.42795611617349705,0.34325786093662514,0.3697880384781006,0.9121658270522691,0
0.3123164985403778,0.39520604569211437,0.6405149082125221,0.9241908725303181,0.9635857276686939,0
0.0070290576199349974,0.3604811139973739,0.9792620611327447,0.9537047831385624,0.819508968130707,1
0.030035823913257098,0.23756228580900896,0.9456451923665377,0.6733188991989911,0.9200285587921151,0
0.6876329033095413,0.23768891045971186,0.8072683222772015,0.43949611101120023,0.23084943180855688,1
0.29891206116652,0.04474687743748573,0.16118150841410428,0.25262520034131997,0.2959885019019136,0
0.2477229978814578,0.17138960942740644,0.025114928329786013,0.8940153663258438,0.5872431479640826,0
0.9634629634677023,0.647623989427713,0.4853282815096637,0.006483042584632059,0.9418180707278135,1
0.7892835085907646,0.5585496592280598,0.19055693122470874,0.8486510427744851,0.41550644897255584,0
0.8595358737167575,0.2153000202883517,0.9260169475970979,0.20796160476261327,0.22289080502391379,1
0.20562074446183543,0.05891416988655007,0.49622845899003787,0.5682051881460873,0.4468041491296023,1
0.2886539966266298,0.6320537744037287,0.5439085707912722,0.006768476968211146,0.1575377066761079,1
0.8479523045797306,0.4580159250089362,0.5040442317825565,0.27489251909858403,0.30182843152106675,1
0.3415568525664857,0.5704732834501661,0.27693819653070806,0.20335454341554193,0.8486981655069055,1
0.512518052481484,0.9558000452012532,0.8253192281868726,0.4179105840842823,0.24018859188356867,1
0.4071632915817499,0.2778028615752115,0.9199266315566305,0.9912163892913222,0.6996591992021266,1
0.8993356578854007,0.5537474908660497,0.2756645239748583,0.4425131407414131,0.04168663353345614,1
0.06310230083901913,0.5888939146466436,0.008980055642941354,0.9790354881474688,0.6733276986617591,1
0.1837088888056716,0.07558975248400346,0.2115682300731846,0.5515176020356961,0.6982116544110959,0
0.6361473050441213,0.5891629262735358,0.7072419706531964,0.023771966543566947,0.1417917000586696,1
0.2598833205092993,0.869491012867148,0.365319825602052,0.4097664992128708,0.44539726435683946,1
0.22278357874093568,0.012656166239579547,0.2865714382718766,0.3801076838531179,0.06921951436266849,0
0.6262984225863099,0.9214728473342525,0.9237809846499742,0.5236378395478682,0.9188056089442956,1
0.6963402252417663,0.3608174474487127,0.6698516940229704,0.65262059701887,0.9125443378231723,1
0.5553176239672657,0.9766819443628995,0.8235462050168757,0.9180300830205048,0.2652452743878535,1
0.6557777177412611,0.5997371598688778,0.02405663356874088,0.39208251609793854,0.8083560243174983,0
0.04551384115199775,0.5138029722746807,0.18201037527650799,0.4990237700138924,0.2596373723252172,0
0.5025728136935956,0.8950617390881284,0.8257986243529366,0.7321136479654015,0.20547610741706746,1
0.08997008128792494,0.8362039568678711,0.8510795189344738,0.3359229958670036,0.36018864102661186,0
0.002376423428478547,0.46735081759412445,0.8747933343362143,0.48532608917127085,0.42782641803263766,1
0.44745568202775954,0.7557727752297544,0.1778420103290651,0.6795703392801019,0.3909936216166615,0
0.6044996527464708,0.2639334291160247,0.6529644007079046,0.3532367850599496,0.24867882338858804,1
0.9331240686364669,0.7923648042183248,0.47673722320198897,0.8753879420972016,0.9787914200613239,1
0.09219868982729562,0.24972227686233883,0.03163673001924461,0.40357220761008095,0.6077345655191425,0
0.5427744105393028,0.47800052407740956,0.1941698973933932,0.30504909640582034,0.7972040695116958,0
0.4668557057518653,0.48559034616111796,0.9796934561671435,0.6197608006986299,0.320300791557768,0
0.5418807649196239,0.35096069585813094,0.8612593714360983,0.3901444601139942,0.7114684391437527,1
0.6660466514532487,0.9105105042350842,0.7777045492461305,0.6258127844723683,0.07288898560425017,1
0.3293446406175746,0.19245886486189057,0.09256427378840937,0.015228268182666316,0.06913941682865721,0
0.054819585707115426,0.867420588500029,0.2739722980377517,0.5944537261715446,0.021040974940628177,0
0.4199853620415437,0.7737231922170839,0.9797960346659434,0.2564856420236419,0.16906362741416292,1
0.12289144931933205,0.9027168695792575,0.32949623107949233,0.7364357085706303,0.3723146294714351,1
0.6899621689551904,0.8097249047975854,0.7862667833863216,0.3566774545748903,0.4777280409859431,1
0.5269862380100654,0.757531033154642,0.25378031161352876,0.7238234907088507,0.4462123324264894,0
0.4343625407565551,0.6550491317913935,0.6474173506660196,0.38758468109409416,0.7706729388784734,1
0.8274551265671967,0.6936947176891773,0.9284562236677631,0.04175958099610255,0.037607113973381234,1
0.7903634130630551,0.33390341941262536,0.5770124036650127,0.3201500253495019,0.05443563806199081,0
0.7201963121772089,0.3074141650846901,0.2555254492835072,0.12201604864606475,0.12514485620982874,0
0.16374965237914718,0.7012158297683609,0.5921149995552408,0.924642987264939,0.8417290824528696,0
0.5466886859896504,0.1750476882138543,0.9839435203652093,0.3722827042882876,0.33588914411752646,1
0.5445746114425184,0.7684742360042057,0.7002860705874436,0.7440524060908352,0.9882300196311544,1
0.020734564063156657,0.5331327292888726,0.9365098691314246,0.6208433895661075,0.5586992502350953,1
0.8601317722199397,0.9330419328967561,0.8845900566609967,0.4021329060997172,0.2855403261893308,1
0.18342371208643649,0.12396774764482887,0.564846443173666,0.10797344872363368,0.31267780776595344,0
0.6416517496366589,0.16466635570366006,0.17496923284355592,0.0971057059140793,0.854340778085228,0
0.2583284783242289,0.9930977944648033,0.7168371997485772,0.5938788629643404,0.4112070823742896,0
0.6552381913092874,0.6962903690113387,0.49814341563704345,0.17310010275604615,0.7061679506253317,1
0.9736363816822949,0.12038866506393953,0.6342426906918467,0.5237623712890591,0.9836517217885582,1
0.8912371828826537,0.214628714498864,0.20436644046097607,0.41636665864365074,0.7660662571830191,0
0.19875184990919026,0.6912683678933165,0.8958127358199693,0.6356524570683454,0.4803251147893628,1
0.09071010003575142,0.49242460704352775,0.9948839002005329,0.11900857306488832,0.4547249896630843,1
0.6344749820474103,0.10255494076424776,0.10497050625615179,0.7700979619668414,0.7077356659195027,0
0.6215359104766015,0.669423853668894,0.7517709279357467,0.2556933878648192,0.46571091663802056,1
0.3918972864594227,0.05169950639511378,0.14202466208926845,0.19079872003067178,0.5601187265950227,0
0.8139917059469286,0.33123111674212613,0.36015432894300214,0.6696975898187669,0.6207011172622727,0
0.27979326524985904,0.7488497967336762,0.9812167030232101,0.714757234144947,0.8426353236082202,1
0.3047440583062594,0.8755927733398177,0.3965999412823453,0.5051921870441003,0.06588752814646504,0
0.658531129915457,0.33909055343845984,0.37824017930120424,0.9878977234831376,0.8500733792895351,1
0.4267264526810364,0.16979035199585524,0.22277955370172275,0.09198148913686066,0.08745205714516613,0
0.32107290743022787,0.6953973740364735,0.350884045659428,0.545973544727025,0.7914789747372066,1
0.4221137270896319,0.43044514338346995,0.7073326240928433,0.2110151583280333,0.8829357195043123,1
0.8613077072200307,0.42469305971270876,0.21598565464952935,0.8219964453742576,0.31392807418881274,0
